Date,TA_F_avg,VPD_F_avg,P_F_sum,shall_swc_interp,deep_swc_interp,PAR,VPD_F_min,VPD_F_max
2/24/2008,6.190683958,0.606914792,0,NA,NA,38695580,0.194192,1.076682
2/25/2008,4.31898125,0.48345275,0,NA,NA,38782568,0.236729,0.761133
2/26/2008,1.35397375,0.416256896,0,NA,NA,42107603,0.063636,0.723962
2/27/2008,4.939596667,0.669280479,0,NA,NA,42535485,0.200012,1.079526
2/28/2008,8.626966875,0.932442479,0,NA,NA,42829584,0.493813,1.491776
2/29/2008,8.632137292,0.867137292,0,NA,NA,43028240,0.527197,1.411418
3/1/2008,10.21431167,0.962854958,0,NA,NA,43537422,0.513721,1.494189
3/2/2008,1.627910625,0.342735146,0,NA,NA,32655259,0.015177,0.780884
3/3/2008,-4.358889375,0.201847083,2.60198,NA,NA,40908882,0.009866,0.425464
3/4/2008,2.965551667,0.640123708,0,NA,NA,43386946,0.244951,1.122549
3/5/2008,2.031395208,0.484178833,0,NA,NA,40784905,0.011656,0.87989
3/6/2008,-5.810281042,0.087822833,7.60578,NA,NA,34420030,0.005483,0.265322
3/7/2008,-1.817163125,0.359025208,0,NA,NA,46600346,0.017417,0.612269
3/8/2008,1.949035417,0.526329542,0,NA,NA,31334197,0.280161,0.772485
3/9/2008,1.032015625,0.352797688,0,NA,NA,40580016,0.107881,0.628873
3/10/2008,4.13003375,0.552322563,0,NA,NA,46062119,0.203485,0.924915
3/11/2008,5.138355833,0.600594979,0,NA,NA,47733965,0.068803,1.133916
3/12/2008,7.799273333,0.867589854,0,NA,NA,47889903,0.531363,1.305052
3/13/2008,8.492433958,0.851021708,0,NA,NA,44271743,0.519932,1.351326
3/14/2008,8.564673333,0.909642771,0,NA,NA,48027216,0.474012,1.362955
3/15/2008,6.660866042,0.849411042,0,NA,NA,36661341,0.459648,1.28118
3/16/2008,7.250112292,0.795282979,0,NA,NA,44166035,0.301903,1.140578
3/17/2008,-0.049953125,0.371319813,0,NA,NA,47323124,0.154823,0.627549
3/18/2008,2.164703542,0.490551354,0,NA,NA,48492728,0.124195,0.853395
3/19/2008,4.997532292,0.738645896,0,NA,NA,50440810,0.317969,1.229215
3/20/2008,10.43946104,1.119336958,0,NA,NA,49479070,0.642182,1.728581
3/21/2008,8.965948542,0.954493021,0,NA,NA,50172802,0.543048,1.335126
3/22/2008,7.98150375,0.914407042,0,NA,NA,50732417,0.137052,1.340125
3/23/2008,-0.358505,0.203427729,0,NA,NA,35860945,0.039009,0.683897
3/24/2008,6.336331875,0.607229271,0,NA,NA,52256155,0.101522,1.333035
3/25/2008,11.07386812,1.133589917,0,NA,NA,52503208,0.447528,1.828734
3/26/2008,11.07801042,1.136978375,0,NA,NA,43019986,0.777237,1.732659
3/27/2008,11.04065729,1.106147312,0,NA,NA,53475344,0.670634,1.652293
3/28/2008,5.053223333,0.470084292,0,NA,NA,45337787,0.005131,0.966522
3/29/2008,10.62799479,1.001313104,0,NA,NA,54174975,0.208176,1.643955
3/30/2008,11.96479208,1.153182,0,NA,NA,47990008,0.692517,1.749484
3/31/2008,8.317884583,0.833595063,0,NA,NA,55204548,0.300794,1.371165
4/1/2008,5.562059792,0.596810396,0,NA,NA,54955663,0.065525,1.160727
4/2/2008,10.94638896,1.079934396,0,NA,NA,46645295,0.418405,1.676521
4/3/2008,7.26363875,0.762693125,0,NA,NA,43062562,0.398244,1.115958
4/4/2008,6.39822,0.681686521,0,NA,NA,55097590,0.004327,1.230836
4/5/2008,9.702381875,1.023886604,0,NA,NA,55067114,0.571322,1.609931
4/6/2008,9.94021,1.004408354,0,NA,NA,54636269,0.563978,1.518918
4/7/2008,11.16269,1.088834292,0,NA,NA,50639309,0.7289,1.563781
4/8/2008,9.510450208,0.993812521,0,NA,NA,57401837,0.533674,1.552126
4/9/2008,5.724885833,0.534310438,1.90144,NA,NA,26550180,0.00617,1.14443
4/10/2008,1.088211042,0.360602833,0.70053,NA,NA,43208467,0.066998,0.632237
4/11/2008,0.9704725,0.441091896,0,NA,NA,59371290,0.004188,0.85162
4/12/2008,2.116203333,0.446144146,0,NA,NA,57193038,0.008642,0.919231
4/13/2008,5.561605625,0.696431271,0,NA,NA,60371058,0.110866,1.396847
4/14/2008,11.53387813,1.171728563,0,NA,NA,60624454,0.619679,1.831962
4/15/2008,15.65677271,1.630056333,0,NA,NA,60634141,0.969268,2.454263
4/16/2008,12.81572479,1.362495458,0,NA,NA,59255443,0.686503,2.075623
4/17/2008,0.493159583,0.284852792,7.40562,NA,NA,37429234,0.011226,0.657809
4/18/2008,7.814878542,0.949015271,0,NA,NA,61126645,0.413681,1.507691
4/19/2008,13.8209725,1.465260563,0,NA,NA,43925563,0.925344,2.113952
4/20/2008,13.13768833,1.388923229,0,NA,NA,62467773,0.963895,1.964857
4/21/2008,11.88661333,1.282298354,0,NA,NA,62821086,0.781751,1.932882
4/22/2008,14.27874687,1.511184875,0,NA,NA,62887699,0.908819,2.15157
4/23/2008,15.20282667,1.565468646,0,NA,NA,60606936,0.860063,2.146235
4/24/2008,13.13975063,1.326963125,0,NA,NA,62436681,0.712066,2.165462
4/25/2008,8.42752,1.017701833,0,NA,NA,62203099,0.607225,1.401156
4/26/2008,10.37111583,1.138942896,0,NA,NA,62283690,0.33587,1.675567
4/27/2008,4.032645625,0.623302854,0,NA,NA,63493758,0.111294,1.15602
4/28/2008,10.39463708,1.136718646,0,NA,NA,64193396,0.536645,1.829997
4/29/2008,14.80769333,1.57024075,0,NA,NA,49990033,0.943083,2.178773
4/30/2008,15.53330625,1.609953292,0,NA,NA,61028791,1.141458,2.340628
5/1/2008,9.317808958,1.025988125,0,NA,NA,64327537,0.544403,1.385909
5/2/2008,4.181175208,0.731514521,0,NA,NA,65559346,0.374136,1.156204
5/3/2008,7.389655417,0.868287938,0,NA,NA,65203354,0.163313,1.637055
5/4/2008,14.32066417,1.408682521,0,NA,NA,56126097,0.623035,2.17939
5/5/2008,15.52106833,1.197786979,0,NA,NA,50939694,0.319216,2.048009
5/6/2008,14.27026146,1.268512396,0,NA,NA,60212918,0.3692,1.877047
5/7/2008,13.1528775,1.177932104,0,NA,NA,64254042,0.415435,2.0087
5/8/2008,13.96567313,1.331660688,0,NA,NA,57655484,0.77746,2.019262
5/9/2008,14.52446021,1.421185875,0,NA,NA,52983976,0.934913,2.101513
5/10/2008,13.69223146,1.347473354,0,NA,NA,64311396,0.845888,1.886474
5/11/2008,12.13828042,1.211407313,0,NA,NA,65829853,0.244584,2.042224
5/12/2008,16.54506771,1.722663375,0,NA,NA,65340529,1.031654,2.595141
5/13/2008,13.63591229,1.322003875,0,NA,NA,58351448,0.322482,1.949769
5/14/2008,6.141291875,0.257924854,3.90298,NA,NA,24136463,0.01089,0.621883
5/15/2008,5.190791667,0.124866417,8.70662,NA,NA,15247010,0.005831,0.53155
5/16/2008,8.93507,0.531789687,0,NA,NA,58515748,0.002275,1.031823
5/17/2008,12.07437583,0.777281062,0.4003,NA,NA,48838987,0.283109,1.288669
5/18/2008,17.18750688,1.488727437,0,NA,NA,66794812,0.658286,2.307253
5/19/2008,20.71377646,2.120793458,0,NA,NA,67121633,1.079039,2.997883
5/20/2008,21.77532792,2.116549021,0,NA,NA,67037465,1.415517,3.187313
5/21/2008,19.61311208,1.825558479,0,NA,NA,63350364,0.481183,2.905169
5/22/2008,9.442563333,0.613252938,2.00153,NA,NA,38305662,0.051214,1.319448
5/23/2008,6.829972292,0.395155542,4.30327,NA,NA,36688500,0.041954,0.663953
5/24/2008,11.35348875,0.885085083,0,NA,NA,68963301,0.256065,1.609387
5/25/2008,16.9639775,1.649965292,0,NA,NA,70714909,0.780043,2.488174
5/26/2008,17.64538917,1.739498979,0,NA,NA,70718963,1.084225,2.49481
5/27/2008,16.84682437,1.663758542,0,NA,NA,70747685,0.373498,2.634238
5/28/2008,16.02330667,0.6974795,0.10008,NA,NA,48105620,0.040243,2.11795
5/29/2008,19.15356646,1.616839104,0,NA,NA,68682890,0.230226,3.012507
5/30/2008,18.65193958,1.939221292,0,NA,NA,71166489,1.041866,2.956626
5/31/2008,21.31090521,2.366456083,0,NA,NA,70938172,1.408225,3.41702
6/1/2008,22.81534125,2.621110937,0,NA,NA,70926081,1.516934,3.691796
6/2/2008,23.01135875,2.562495854,0,NA,NA,65848707,1.691549,3.502728
6/3/2008,20.23488979,2.085197042,0,NA,NA,70331005,1.293814,3.13821
6/4/2008,19.47337708,2.056284688,0,NA,NA,68095170,1.234344,2.849586
6/5/2008,12.78757937,1.001771104,0,NA,NA,67356288,0.43984,1.620339
6/6/2008,16.91495875,1.566397979,0,NA,NA,71833398,0.541127,2.60928
6/7/2008,22.38291646,2.415175083,0,NA,NA,70535178,1.474376,3.363227
6/8/2008,20.31701063,1.996940104,0,NA,NA,69487525,1.138549,3.030714
6/9/2008,17.88248833,1.687640875,0,NA,NA,71154924,0.214163,2.744005
6/10/2008,23.29684917,2.542773229,0,NA,NA,68400242,1.453505,3.549109
6/11/2008,22.09589458,2.410236937,0,NA,NA,71550454,1.660571,3.353891
6/12/2008,19.62856188,2.068650521,0,NA,NA,71041112,1.19656,3.137991
6/13/2008,20.04944063,2.172162458,0,NA,NA,71596845,1.205396,3.05954
6/14/2008,23.58283354,2.713762292,0,NA,NA,71461142,1.725555,3.518726
6/15/2008,25.11934875,2.923883854,0,NA,NA,68351663,2.164182,3.78807
6/16/2008,25.42205417,2.780274208,0.30023,NA,NA,67714222,0.61447,3.736166
6/17/2008,22.85117813,1.999292542,0,NA,NA,70345073,0.150662,3.619822
6/18/2008,22.22427042,1.923828104,0,NA,NA,70031707,0.065366,3.661774
6/19/2008,23.87275375,2.526338667,0,NA,NA,63273317.5,0.247247,3.820438
6/20/2008,17.00306146,0.873608229,0,NA,NA,56514928,0.032378,2.428729
6/21/2008,15.98628958,0.907763,0,NA,NA,53592924,0.083389,2.238754
6/22/2008,20.25204396,1.721127625,0,NA,NA,64405767,0.423662,2.965169
6/23/2008,21.27609292,1.903600167,0,NA,NA,65904110.5,0.695381,3.310663
6/24/2008,21.91137583,2.036820042,0,NA,NA,67402454,0.663155,3.302866
6/25/2008,22.24999729,2.103778583,0,NA,NA,66897343,0.759777,3.370117
6/26/2008,22.53701979,2.117878042,0,NA,NA,65012821,1.221137,3.286795
6/27/2008,21.16302563,1.863442979,0,NA,NA,40025371,0.975443,2.745862
6/28/2008,19.41872646,1.461218917,0,NA,NA,38588217,0.139727,2.767286
6/29/2008,16.05062604,0.695628771,0,NA,NA,55094678,0.034676,1.630859
6/30/2008,16.83036021,1.087899604,0,NA,NA,62962927,0.196922,2.559072
7/1/2008,16.86754396,1.008574208,0,NA,NA,62962927,0.213052,2.610204
7/2/2008,18.83762562,1.219031854,0,NA,NA,63273317.5,0.070269,2.771762
7/3/2008,18.04258188,0.974963979,0,NA,NA,63273317.5,0.141056,2.087906
7/4/2008,19.90423125,1.372978854,0,NA,NA,63273317.5,0.136056,3.046026
7/5/2008,21.25705708,1.567147187,0,NA,NA,63273317.5,0.503243,2.765144
7/6/2008,18.96183125,0.964501646,0.04,NA,NA,63273317.5,0.158359,2.558918
7/7/2008,17.09270104,0.635969042,0,NA,NA,63273317.5,0.104822,1.376328
7/8/2008,15.54175583,0.319044125,0,NA,NA,63273317.5,0.013981,0.818365
7/9/2008,17.02457292,0.1371715,0,NA,NA,63273317.5,0.044925,0.526329
7/10/2008,16.02172104,0.171230417,0,NA,NA,63273317.5,0.044878,0.442862
7/11/2008,19.90306562,0.638005,0,NA,NA,63273317.5,0.089188,1.758956
7/12/2008,18.96977,0.574413812,0,NA,NA,63273317.5,0.074665,1.188107
7/13/2008,17.46074458,0.501038583,0,NA,NA,63273317.5,0.122133,1.17977
7/14/2008,17.97931229,0.617653563,0,NA,NA,63273317.5,0.172755,1.79626
7/15/2008,20.58967771,1.085701937,2.92,NA,NA,63273317.5,0.227842,2.643969
7/16/2008,20.67665417,1.190602417,1.3,NA,NA,63273317.5,0.293682,2.601167
7/17/2008,20.0154175,1.043974479,0.50038,NA,NA,63273317.5,0.223766,2.370832
7/18/2008,18.5820875,0.791895479,1.60123,NA,NA,36654773,0.098898,1.924741
7/19/2008,16.90435042,0.506385833,11.00837,NA,NA,30658513,0.080925,1.239592
7/20/2008,18.39134292,0.8365775,0,NA,NA,41746360,0.228043,1.375549
7/21/2008,19.72113354,1.030071229,0,NA,NA,46717843,0.456901,1.819386
7/22/2008,19.90085146,0.9779675,0,NA,NA,38025327,0.33047,1.676641
7/23/2008,21.28392312,1.416638271,0,NA,NA,49756553,0.449109,2.453996
7/24/2008,22.26238313,1.679323021,0,NA,NA,54631055,0.867768,2.721432
7/25/2008,20.90400188,1.281185208,0,NA,NA,61533529,0.433587,2.342192
7/26/2008,16.47456563,0.158163792,10.8082,NA,NA,17857828,0.034788,0.436111
7/27/2008,19.50885354,0.366913875,4.70358,NA,NA,55543548,0.039698,1.563145
7/28/2008,21.52403375,1.331612938,0,NA,NA,65763587,0.395304,2.51789
7/29/2008,22.7477475,1.8619205,0,NA,NA,63889569,1.064567,3.170716
7/30/2008,22.46136167,1.818352812,0,NA,NA,57390992,0.441138,3.291244
7/31/2008,21.95698208,1.690249479,3.10236,NA,NA,50930703,0.55662,3.592233
8/1/2008,23.53809917,2.216226708,0,NA,NA,65605381,1.375421,3.34828
8/2/2008,21.61861521,1.672382917,0,NA,NA,63406031,0.734032,3.107965
8/3/2008,21.74724229,1.540053687,0,NA,NA,59401585,0.516342,2.763082
8/4/2008,20.95703833,1.304616667,0,NA,NA,58737308,0.6125,2.547131
8/5/2008,18.04852271,0.727402708,21.21612,NA,NA,29381289,0.066987,1.618792
8/6/2008,20.44020604,1.265358208,4.10312,NA,NA,50793393,0.409193,2.002458
8/7/2008,18.77862438,0.890802063,4.70358,0.159113777,NA,40568864,0.031049,1.981215
8/8/2008,17.60653813,0.601536,1.40108,0.16226063,NA,44130389,0.036918,1.525341
8/9/2008,19.44989854,0.897042375,0,0.161202711,NA,56341874,0.268463,1.877162
8/10/2008,19.66100604,0.986751062,3.80289,0.15839433,NA,50807379,0.06464,2.244563
8/11/2008,20.10253104,1.133299646,0.10008,0.1547018,NA,63689925,0.048192,2.485653
8/12/2008,20.03445354,1.127035146,0,0.177640856,NA,56232984,0.427774,2.238016
8/13/2008,19.79618333,1.1971445,0,0.174238543,NA,48776043,0.399354,2.478058
8/14/2008,19.62228437,1.362104188,0,0.172156841,NA,59753448,0.039795,2.951405
8/15/2008,16.21894063,0.588758375,6.60502,0.171338544,NA,49828189,0.030821,1.757347
8/16/2008,13.72708292,0.139917417,23.21765,0.176093121,NA,28291951,0.022326,0.559468
8/17/2008,14.32223313,0.387631729,1.90146,0.190327481,NA,47917681,0.030784,1.398022
8/18/2008,15.11139375,0.609561938,0,0.18977927,NA,59770310,0.021262,1.656182
8/19/2008,15.78718229,0.554088688,0,0.185051458,NA,50332777,0.023941,1.521341
8/20/2008,17.46609458,0.92904925,0,0.182393835,NA,53602041,0.047737,2.17154
8/21/2008,20.42284563,1.614437062,0,0.179835934,NA,61648377,0.785051,2.611352
8/22/2008,22.01162667,2.007414042,0,0.177369502,NA,61396825,1.074335,3.068651
8/23/2008,19.66634292,1.222496667,0,0.174986291,NA,59299140,0.611608,2.106299
8/24/2008,18.40000229,1.082186938,0,0.172678048,NA,58891477,0.460577,1.950652
8/25/2008,18.98949979,1.104522167,0,0.170436524,NA,58889917,0.382314,1.99481
8/26/2008,19.09536729,1.21138175,0,0.168253467,NA,49088575,0.49057,2.302538
8/27/2008,16.60003333,0.702496854,0,0.166120627,NA,31911982,0.258451,1.541187
8/28/2008,19.10011104,1.162142854,0,0.164029754,NA,48990125,0.468208,2.545916
8/29/2008,16.71204542,0.610579417,0,0.161972596,NA,47679898,0.105453,1.355085
8/30/2008,14.42309458,0.331249354,0.40031,0.159940903,NA,42982000,0.020178,0.832117
8/31/2008,14.70376646,0.14290575,15.91208,0.157926424,NA,30777375,0.031052,0.482622
9/1/2008,16.05014583,0.537574521,0.10008,0.155920908,NA,51181078,0.024127,1.333919
9/2/2008,16.90294688,0.798896958,0,0.153916105,NA,50368088,0.279104,1.306751
9/3/2008,13.31699188,0.636054792,0,0.151903765,NA,48170145,0.145745,1.284975
9/4/2008,18.14523625,1.458950104,0,0.149875636,NA,56941736,0.634953,2.342902
9/5/2008,19.33321146,1.544536979,0,0.148076486,NA,56877606,0.58672,2.652051
9/6/2008,19.89665437,1.717300792,0,0.146461677,NA,56381057,0.617121,2.840581
9/7/2008,17.28984625,1.050046896,0.10008,0.144207254,NA,39761553,0.232374,2.182318
9/8/2008,14.71572333,0.694958563,18.21384,0.14473155,NA,48429445,0.059555,2.037853
9/9/2008,13.07508479,0.380703625,2.5019,0.158619531,NA,42761526,0.018468,1.438698
9/10/2008,15.67212667,0.695655729,0,0.158133903,NA,53568777,0.086842,1.508682
9/11/2008,12.90751625,0.20390775,3.50266,0.156033648,NA,13668313,0.030155,0.68921
9/12/2008,13.650455,0.378295958,0.10008,0.154751334,NA,38113714,0.025031,1.20163
9/13/2008,15.8235575,1.177343417,0,0.152729805,NA,53891519,0.194322,2.049861
9/14/2008,12.75752458,0.608688208,0,0.150414889,NA,51787203,0.223982,1.299508
9/15/2008,12.91865667,0.775111521,0,0.148030826,NA,51913678,0.0516,1.661965
9/16/2008,13.14907667,0.859570646,0,0.145869511,NA,52705582,0.117624,1.614622
9/17/2008,13.98596292,0.916494667,0,0.143537101,NA,46528204,0.372245,1.583086
9/18/2008,14.55671396,0.832981271,0,0.14140332,NA,49439051,0.196312,1.72794
9/19/2008,16.43198583,1.132282104,0,0.139745219,NA,47682442,0.558272,2.118101
9/20/2008,16.12484333,1.017410313,2.20167,0.137769847,NA,48538499,0.307975,1.987107
9/21/2008,16.90287979,1.000517354,0,0.135588936,NA,46980143,0.341221,1.857079
9/22/2008,17.25765208,1.152764812,0,0.134000003,NA,49954799,0.431006,2.035537
9/23/2008,18.02844083,1.425401375,0,0.132464194,NA,50108557,0.624608,2.162883
9/24/2008,17.31562021,1.223335063,0,0.130615575,NA,40001869,0.503953,2.18489
9/25/2008,15.83250437,0.997420417,0,0.128806402,NA,49118403,0.255079,1.949475
9/26/2008,15.60223979,0.981893521,0,0.127057635,NA,44269737,0.437652,1.783962
9/27/2008,15.72378854,1.112515521,0,0.125401458,NA,46033482,0.438497,1.898651
9/28/2008,15.6798475,1.251100583,0,0.123390501,NA,48061067,0.642505,2.108615
9/29/2008,15.60671625,1.230376333,0,0.12163895,NA,47544644,0.502498,2.161975
9/30/2008,15.07670313,1.186468208,0,0.120316702,NA,47064829,0.461131,2.036376
10/1/2008,17.01945625,1.50251625,0,0.119497429,NA,41342943,0.908439,2.247729
10/2/2008,16.56390563,1.509422167,0,0.118782567,NA,46212680,0.95631,2.220796
10/3/2008,16.68207354,1.430913271,0,0.11775537,NA,39371108,1.020137,2.012062
10/4/2008,14.5932025,0.945318625,5.20395,0.116696315,NA,36262096,0.032915,1.578201
10/5/2008,7.935537917,0.117007396,22.31695,0.144188706,NA,23942310,0.02163,0.360141
10/6/2008,9.82969125,0.576745,0.10008,0.156073715,NA,45677959,0.04504,0.977878
10/7/2008,10.92947542,0.608817729,0,0.153871906,NA,43451405,0.11711,1.145456
10/8/2008,13.46812396,0.875199375,0,0.152848757,NA,44600395,0.408509,1.542134
10/9/2008,15.65031,1.207173188,0,0.152053499,NA,43929437,0.686343,1.906738
10/10/2008,15.12282208,1.025297562,0,0.151559319,NA,40705248,0.558584,1.483251
10/11/2008,13.97080188,0.409792208,1.10084,0.151609244,NA,24689091,0.074043,0.850532
10/12/2008,12.79751583,0.58698825,0,0.150829197,NA,31793617,0.098213,1.290246
10/13/2008,7.332061458,0.575118583,0,0.147064126,NA,42509822,0.006967,1.173267
10/14/2008,2.48504875,0.007199188,17.21307,0.183081994,NA,7796785.3,0.00144,0.045319
10/15/2008,6.556357292,0.282933688,0.80061,0.204726626,NA,42418430,0.007589,0.695354
10/16/2008,8.98707,0.496591833,0,0.202011219,NA,41520748,0.061517,1.038015
10/17/2008,12.29379854,0.921702667,0,0.199977797,NA,40846786,0.345674,1.597669
10/18/2008,12.81660729,0.974365958,0,0.198328217,NA,40677827,0.511492,1.556877
10/19/2008,13.86047813,1.074767833,0,0.196957443,NA,39981024,0.652284,1.699642
10/20/2008,11.73151542,0.475600313,30.52318,0.203355815,NA,23421930,0.028771,1.076359
10/21/2008,12.28116792,0.784235833,0.20016,0.240279092,NA,39439706,0.034841,1.464952
10/22/2008,3.807943958,0.578384313,0,0.239468172,NA,39161260,0.197697,1.016332
10/23/2008,4.193147083,0.645073896,0,0.233339388,NA,39203295,0.258915,1.073798
10/24/2008,9.899381875,1.002325438,0,0.229574,NA,38535225,0.541928,1.492353
10/25/2008,12.63786125,1.230540312,0,0.227783752,NA,37789242,0.698652,1.825043
10/26/2008,12.09633104,1.003241625,0,0.227693034,NA,37559457,0.160371,1.588114
10/27/2008,5.524101667,0.361185417,0,0.227273454,NA,37201521,0.012542,0.812301
10/28/2008,10.79496625,0.668456896,0,0.225462764,NA,36715214,0.261285,1.298685
10/29/2008,12.77076229,0.93277925,0,0.224800165,NA,36733069,0.429831,1.635256
10/30/2008,14.19274417,1.131578917,0,0.224101486,NA,35521206,0.504319,1.834445
10/31/2008,15.50863708,1.316384521,0,0.223263458,NA,30540751,0.807576,1.793559
11/1/2008,14.19062833,1.176787646,0,0.22251731,NA,33092387,0.878994,1.632162
11/2/2008,12.98740625,1.092130813,0,0.221393574,NA,34791234,0.798332,1.550395
11/3/2008,11.68693625,0.769813417,0,0.220578946,NA,31996741,0.518037,1.171227
11/4/2008,11.55602542,0.769115104,0,0.219184335,NA,31844015,0.339633,1.238723
11/5/2008,3.848324167,0.482601375,0,0.21797303,NA,29755290,0.269483,0.734575
11/6/2008,-0.481446042,0.446489063,0,0.212766302,NA,33878646,0.280001,0.636031
11/7/2008,0.865297917,0.509891854,0,0.208653648,NA,33652463,0.173368,0.805236
11/8/2008,6.026862917,0.686748542,0,0.206260592,NA,33276066,0.364794,0.973071
11/9/2008,7.352604375,0.774771542,0,0.206265678,NA,26510472,0.387816,1.146769
11/10/2008,1.881776042,0.263735562,0.30023,0.206531051,NA,21422557,0.040008,0.617446
11/11/2008,1.860834167,0.280273583,0,0.203622868,NA,26178017,0.089533,0.568596
11/12/2008,4.348616458,0.465882333,0,0.201578096,NA,31847308,0.200708,0.757159
11/13/2008,8.147733958,0.653173854,0,0.200507338,NA,31213419,0.290763,1.061087
11/14/2008,7.006165417,0.667690313,0,0.201102979,NA,30677775,0.152214,1.231632
11/15/2008,0.304826042,0.406988896,0,0.199763029,NA,31209401,0.140669,0.679235
11/16/2008,6.318685,0.735376979,0,0.196511157,NA,30758036,0.374355,1.131196
11/17/2008,10.50216813,0.991901729,0,0.195687846,NA,30450883,0.541582,1.520681
11/18/2008,9.843828542,0.926618437,0,0.195652767,NA,30102662,0.46495,1.446751
11/19/2008,9.482990833,0.940577958,0,0.194487704,NA,29906356,0.676109,1.274098
11/20/2008,-0.243982083,0.235932417,0,0.19392932,NA,9816545.1,0.025968,0.920695
11/21/2008,-1.380880833,0.233793167,0,0.190126823,NA,29359291,0.032459,0.520617
