Date,TA_F_avg,VPD_F_avg,P_F_sum,shall_swc_interp,deep_swc_interp,PAR,VPD_F_min,VPD_F_max
2/13/2007,-4.577203125,0.084243167,0.51,NA,NA,NA,0.02856,0.154973
2/14/2007,-5.919583125,0.062959375,1.01,NA,NA,NA,0.027453,0.154106
2/15/2007,-5.951119583,0.151286708,2.29,NA,NA,NA,0.044374,0.279999
2/16/2007,-0.948571042,0.265469854,0.25,NA,NA,NA,0.062475,0.454349
2/17/2007,-0.057877292,0.397521979,0,NA,NA,NA,0.161723,0.664979
2/18/2007,-1.304416667,0.250312542,0,NA,NA,NA,0.06825,0.545335
2/19/2007,0.384260833,0.208399917,0,NA,NA,NA,0.028256,0.495661
2/20/2007,-1.922183542,0.156271812,1.53,NA,NA,NA,0.047388,0.27316
2/21/2007,2.015534583,0.438281687,0,NA,NA,NA,0.095065,1.026933
2/22/2007,1.334881458,0.355374479,0,NA,NA,NA,0.123592,0.798696
2/23/2007,-1.229372292,0.267712958,0,NA,NA,NA,0.030952,0.599913
2/24/2007,-7.608477708,0.130824104,0.25,NA,NA,NA,0.026965,0.260755
2/25/2007,-2.789569167,0.353201104,0,NA,NA,NA,0.058988,0.637357
2/26/2007,-0.036158333,0.316877146,0,NA,NA,NA,0.133218,0.592027
2/27/2007,1.34336625,0.387127313,0,NA,NA,NA,0.09719,0.727256
2/28/2007,-4.113719583,0.2097505,0,NA,NA,NA,0.025449,0.363232
3/1/2007,-8.764364792,0.120067271,2.03,NA,NA,NA,0.024808,0.235446
3/2/2007,-8.513293333,0.17040075,0,NA,NA,NA,0.055456,0.331898
3/3/2007,-9.6273275,0.195721417,0,NA,NA,NA,0.037722,0.412053
3/4/2007,-3.746455,0.344396292,0,NA,NA,NA,0.073682,0.750964
3/5/2007,1.973120625,0.490048938,0,NA,NA,NA,0.152581,1.159108
3/6/2007,4.769569375,0.624525979,0,NA,NA,NA,0.186504,1.372416
3/7/2007,4.080785,0.487939208,0,NA,NA,NA,0.171592,0.984834
3/8/2007,3.983537708,0.313260146,45.7,NA,NA,NA,0.081916,0.600365
3/9/2007,4.378412083,0.477105333,0,NA,NA,NA,0.145884,0.964106
3/10/2007,3.544332292,0.373555125,0,NA,NA,NA,0.118921,0.842592
3/11/2007,3.473644375,0.399536083,0,NA,NA,NA,0.095017,0.83497
3/12/2007,4.77059875,0.579628646,0,NA,NA,NA,0.094882,1.314837
3/13/2007,6.35601125,0.534081,0,NA,NA,NA,0.079877,1.284692
3/14/2007,10.8619425,0.88888125,0,NA,NA,NA,0.481339,1.398521
3/15/2007,8.045329375,0.713747458,0,NA,NA,NA,0.20655,1.288027
3/16/2007,6.979181875,0.706500063,0,NA,NA,NA,0.206718,1.4029
3/17/2007,9.982708958,0.964400354,0,NA,NA,NA,0.320652,1.805213
3/18/2007,8.874515208,0.801849083,0,NA,NA,NA,0.242685,1.56618
3/19/2007,8.282077083,0.767003542,0,NA,NA,NA,0.302392,1.270661
3/20/2007,6.944101042,0.681286396,0,NA,NA,NA,0.109705,1.320929
3/21/2007,5.1600075,0.398908396,4.1,NA,NA,NA,0.019367,0.971005
3/22/2007,4.422017917,0.203411083,0.2,NA,NA,NA,0.027321,0.556086
3/23/2007,3.223047083,0.1298755,4.4,NA,NA,NA,0.021544,0.555624
3/24/2007,0.5802525,0.044910292,10.1,NA,NA,NA,0.006586,0.147446
3/25/2007,4.46335875,0.320834833,0,NA,NA,NA,0.003522,0.766204
3/26/2007,6.36499625,0.480771833,0,NA,NA,NA,0.045094,1.172276
3/27/2007,8.989658125,0.714239562,0,NA,NA,NA,0.179471,1.087667
3/28/2007,-0.953277083,0.332003104,0,NA,NA,NA,0.070166,0.644459
3/29/2007,-3.743365833,0.224393604,0,NA,NA,NA,0.070272,0.43689
3/30/2007,-1.377440625,0.240248875,0,NA,NA,NA,0.036564,0.447629
3/31/2007,1.81693625,0.411609896,0,NA,NA,NA,0.108973,0.757962
4/1/2007,6.217147083,0.618630979,0,NA,NA,NA,0.161881,1.136076
4/2/2007,8.428786042,0.84079575,0,NA,NA,NA,0.22925,1.386342
4/3/2007,8.503461042,0.822894458,0,NA,NA,NA,0.298145,1.329874
4/4/2007,8.24198125,0.770920271,0,NA,NA,NA,0.267947,1.403362
4/5/2007,8.809258958,0.806932833,0,NA,NA,NA,0.266117,1.487532
4/6/2007,4.782496875,0.366893667,0,NA,NA,NA,0.057182,0.917382
4/7/2007,-0.302644167,0.086070521,1.5,NA,NA,NA,0.020341,0.253331
4/8/2007,6.353310208,0.372037042,3.3,NA,NA,NA,0.012953,0.776349
4/9/2007,4.712252292,0.273540833,2.1,NA,NA,NA,0.034885,0.521246
4/10/2007,2.6036925,0.385259729,0,NA,NA,NA,0.16604,0.638812
4/11/2007,-0.953477292,0.366070583,0,NA,NA,NA,0.035702,0.635557
4/12/2007,1.28589375,0.1982245,1.8,NA,NA,NA,0.030493,0.485121
4/13/2007,-1.838790208,0.077089875,17.7,NA,NA,NA,0.017274,0.170879
4/14/2007,0.215939375,0.26711075,1.1,NA,NA,NA,0.026836,0.698416
4/15/2007,5.79327375,0.60434575,0,NA,NA,NA,0.056422,1.110284
4/16/2007,5.497275417,0.555829313,0,NA,NA,NA,0.046753,0.951339
4/17/2007,3.139384583,0.352758208,0.2,NA,NA,NA,0.036747,0.781555
4/18/2007,6.921293958,0.632622479,0,NA,NA,NA,0.096303,1.091766
4/19/2007,3.959133333,0.620133625,0,NA,NA,NA,0.229454,1.068102
4/20/2007,7.258803125,0.797138833,0,NA,NA,NA,0.234082,1.36138
4/21/2007,4.021887083,0.45063125,1.3,NA,NA,NA,0.034049,0.884532
4/22/2007,4.797786042,0.521276229,0,NA,NA,NA,0.07678,0.855272
4/23/2007,5.200572083,0.512116938,0,NA,NA,NA,0.039455,0.972556
4/24/2007,0.472121042,0.100327667,5.3,NA,NA,NA,0.021598,0.225962
4/25/2007,5.681496458,0.528966396,0,NA,NA,NA,0.040754,1.023326
4/26/2007,6.948558542,0.573156021,0,NA,NA,NA,0.120448,1.142104
4/27/2007,10.216835,0.837137792,0,NA,NA,NA,0.177962,1.502919
4/28/2007,8.895576458,0.383142604,0,NA,NA,NA,0.107908,0.870388
4/29/2007,10.20152063,0.546619292,0,NA,NA,NA,0.068008,1.304452
4/30/2007,10.98128979,0.755662,0,NA,NA,NA,0.056188,1.79242
5/1/2007,10.60830188,0.663684104,12.2,NA,NA,NA,0.006722,1.480964
5/2/2007,3.920139167,0.141986437,10.7,NA,NA,NA,0.004308,0.352858
5/3/2007,9.521336458,0.680680354,0,NA,NA,NA,0.031884,1.452149
5/4/2007,9.548516458,0.863116,0,NA,NA,NA,0.340866,1.269181
5/5/2007,0.98071875,0.272556583,0,NA,NA,NA,0.102124,0.492634
5/6/2007,-0.631730625,0.142645667,2.3,NA,NA,NA,0.036864,0.287269
5/7/2007,4.773328958,0.433128771,0,NA,NA,NA,0.058774,0.910182
5/8/2007,2.755544167,0.268419333,7.3,NA,NA,NA,0.001622,0.608051
5/9/2007,2.041087292,0.319954854,1.3,NA,NA,NA,0.001118,1.076184
5/10/2007,12.04037521,0.877123813,0,NA,NA,NA,0.060719,1.665219
5/11/2007,11.63271604,0.736281167,0.2,NA,NA,NA,0.158441,1.648734
5/12/2007,11.01700458,0.446764083,0,NA,NA,NA,0.071935,1.54403
5/13/2007,12.52569292,0.746457396,0,NA,NA,NA,0.074552,1.561886
5/14/2007,12.45633437,0.742640188,0,NA,NA,NA,0.263885,1.448436
5/15/2007,10.08010583,0.484123542,0.3,NA,NA,NA,0.153134,1.002296
5/16/2007,7.642615833,0.268845604,3.6,NA,NA,NA,0.028982,0.65468
5/17/2007,7.030913125,0.142857687,2.2,NA,NA,NA,0.01888,0.454399
5/18/2007,8.79116375,0.362711937,1.1,NA,NA,NA,0.018845,1.123559
5/19/2007,9.492028542,0.341750729,0.2,NA,NA,NA,0.054922,1.006262
5/20/2007,8.876779792,0.276016479,8.1,NA,NA,NA,0.040483,0.78015
5/21/2007,11.88017667,0.844691646,0,NA,NA,NA,0.039605,1.641246
5/22/2007,10.19822125,0.788801604,0,NA,NA,NA,0.227063,1.418476
5/23/2007,4.830098542,0.229956375,3.1,NA,NA,NA,0.034481,0.635022
5/24/2007,6.706239583,0.515802625,0,NA,NA,NA,0.054125,1.119403
5/25/2007,8.969851667,0.363113708,1,NA,NA,NA,0.09224,0.997646
5/26/2007,11.09527083,0.765460375,0,NA,NA,NA,0.040693,1.702655
5/27/2007,10.80362479,0.703379896,0,NA,NA,NA,0.159821,1.406959
5/28/2007,12.86419333,1.055672771,0,NA,NA,NA,0.192536,1.844111
5/29/2007,13.70435021,1.212355292,0,NA,NA,NA,0.462408,1.925951
5/30/2007,11.32808604,1.0886175,0,NA,NA,NA,0.327726,1.74356
5/31/2007,12.94137625,1.154729521,0,NA,NA,NA,0.327068,1.901582
6/1/2007,14.03935833,1.292171583,0,NA,NA,NA,0.431074,2.140571
6/2/2007,13.20616104,1.075693146,0,NA,NA,NA,0.221194,2.209127
6/3/2007,12.92277542,0.87119125,0,NA,NA,NA,0.205107,1.789341
6/4/2007,13.21186104,0.853389854,0,NA,NA,NA,0.097254,2.18983
6/5/2007,17.1068125,1.449009646,0,NA,NA,NA,0.173329,2.771946
6/6/2007,15.86248958,1.461664375,0,NA,NA,NA,0.755359,2.39031
6/7/2007,8.824739583,0.943058438,0,NA,NA,NA,0.381787,1.466463
6/8/2007,13.05060417,1.201073,0,NA,NA,NA,0.447909,2.223799
6/9/2007,12.87686458,0.614118542,5.3,NA,NA,NA,0,2.248834
6/10/2007,15.21336458,1.137297958,0,NA,NA,NA,0,2.72394
6/11/2007,13.76819792,0.719924938,8.7,NA,NA,NA,0,1.902286
6/12/2007,10.58428125,0.249464083,1.8,NA,NA,NA,0,0.555481
6/13/2007,13.52965625,0.898573646,0,NA,NA,NA,0.103649,2.089835
6/14/2007,15.60759375,1.266879521,0,NA,NA,NA,0.153618,2.597245
6/15/2007,18.35116667,1.539262396,0,NA,NA,NA,0.501337,3.342967
6/16/2007,17.15291667,1.134124625,0,NA,NA,NA,0.504992,1.985816
6/17/2007,19.67683333,1.860902438,0,NA,NA,NA,0.189259,3.111819
6/18/2007,20.10979167,2.057138625,0,NA,NA,NA,1.142704,3.283515
6/19/2007,20.92697917,2.271026417,0,NA,NA,NA,0.978458,3.986372
6/20/2007,20.02885417,1.774164375,0,NA,NA,NA,0.809568,3.082107
6/21/2007,19.03322917,1.537541333,0,NA,NA,NA,0.53961,3.382764
6/22/2007,19.45666667,1.688197167,0.7,NA,NA,NA,0.573621,3.313264
6/23/2007,19.96479167,1.773465938,0,NA,NA,NA,0.548127,3.208889
6/24/2007,20.7515625,2.085349,0,NA,NA,NA,0.503428,3.986372
6/25/2007,20.67666667,2.211706917,0,NA,NA,NA,0.727233,3.701142
6/26/2007,20.45853917,2.164879708,0,NA,NA,1069.854116,0.965908,3.297846
6/27/2007,16.97909062,1.351709417,0,NA,NA,712.3690082,0.272315,2.758298
6/28/2007,15.63972583,1.037238896,0,NA,NA,518.7171792,0.220344,2.106325
6/29/2007,16.91956688,1.267808896,0,NA,NA,553.5666443,0.159306,2.546327
6/30/2007,19.38329958,1.702959396,0,NA,NA,640.8866719,0.296021,3.155051
7/1/2007,20.58520104,1.933772583,0,NA,NA,666.8752607,0.480005,3.296986
7/2/2007,19.96991187,1.720674375,0,NA,NA,582.1917747,0.587143,3.324353
7/3/2007,21.01678146,1.995332292,0,NA,NA,712.9054063,0.565649,3.756741
7/4/2007,18.14279833,1.253881583,0,NA,NA,604.1190351,0.418319,2.579918
7/5/2007,15.4182475,0.864304625,0.3,NA,NA,449.8959238,0.209681,1.767058
7/6/2007,15.00887417,0.870742833,0,NA,NA,526.8880669,0.139467,1.790167
7/7/2007,15.20167896,0.802218667,0,NA,NA,655.1157617,0.119759,2.078726
7/8/2007,17.70072375,1.231393083,0.2,NA,NA,611.7547156,0.30234,2.77301
7/9/2007,19.08693917,1.608207542,0,NA,NA,604.5279985,0.344819,2.927166
7/10/2007,18.23204188,1.362356146,0.8,NA,NA,515.4186286,0.442648,2.389031
7/11/2007,16.63638146,0.959077604,0.7,NA,NA,446.5316346,0.073595,1.675647
7/12/2007,16.0134225,0.85245775,1.1,NA,NA,656.0042074,0.058896,1.782644
7/13/2007,11.97901312,0.244818312,9.6,NA,NA,325.0680579,0.04078,0.787644
7/14/2007,15.31872021,0.722583458,0.5,NA,NA,583.0783995,0.027306,1.696155
7/15/2007,16.52587917,0.926144979,1.3,NA,NA,630.0183488,0.150827,2.610355
7/16/2007,18.38752125,1.212447854,0,NA,NA,527.9621019,0.19584,2.492555
7/17/2007,18.63732,1.242065083,0,NA,NA,522.4995648,0.319625,2.873075
7/18/2007,17.47952104,0.843079354,3.3,NA,NA,440.0211449,0.055375,2.592465
7/19/2007,15.80146604,0.519335938,22.1,NA,NA,380.5969211,0.065374,1.787961
7/20/2007,14.91166208,0.594570083,0.5,NA,NA,379.1048203,0.056125,1.550139
7/21/2007,13.03521521,0.290368375,12.4,NA,NA,403.5480198,0.036459,1.059428
7/22/2007,14.54172771,0.339110063,0,NA,NA,483.3107811,0.032885,0.970873
7/23/2007,14.32001563,0.350841958,0.8,NA,NA,422.9863302,0.05099,1.213699
7/24/2007,15.49211333,0.419282979,1.5,NA,NA,378.4096489,0.06484,1.524682
7/25/2007,15.99585,0.503905583,0,NA,NA,405.4846484,0.093562,1.329226
7/26/2007,15.76053479,0.610069958,2.3,NA,NA,210.7621339,0.25186,1.59195
7/27/2007,14.34996313,0.471967,0.3,NA,NA,389.361724,0.159055,1.135833
7/28/2007,15.37108188,0.508056021,3.8,NA,NA,518.4799765,0.058962,1.361846
7/29/2007,14.04743917,0.2303395,5.6,NA,NA,318.1937133,0.050681,1.123166
7/30/2007,13.9057125,0.187104458,3.3,NA,NA,279.8684705,0.061672,0.627106
7/31/2007,15.14000646,0.379456917,0,NA,NA,327.2012895,0.071014,1.439515
8/1/2007,17.13543063,0.769063854,0,NA,NA,470.5323844,0.129557,2.10381
8/2/2007,17.77625604,0.777269229,0,NA,NA,481.8824526,0.194452,1.437228
8/3/2007,15.69335792,0.386054875,1.7,NA,NA,313.4342064,0.12272,0.844444
8/4/2007,16.20603958,0.3720015,2.6,NA,NA,385.7635875,0.100314,1.172266
8/5/2007,17.66316917,0.726467479,0,NA,NA,646.4650212,0.064238,1.904857
8/6/2007,15.76734104,0.595201667,7.4,NA,NA,601.4269984,0.051942,1.774964
8/7/2007,14.30745437,0.437473146,0,NA,NA,584.2521162,0.036009,1.069337
8/8/2007,17.27542854,1.005237021,0,NA,NA,648.0122769,0.093452,2.041074
8/9/2007,18.15773583,1.124176188,0,NA,NA,636.0887728,0.260019,2.665607
8/10/2007,15.64116563,0.493182375,0,NA,NA,424.2315391,0.139489,1.402664
8/11/2007,18.130885,0.855238042,0,NA,NA,530.059384,0.173614,1.89199
8/12/2007,20.43322917,1.395287104,0,NA,NA,NA,0.284585,2.905197
8/13/2007,18.07235854,0.972850396,1,NA,NA,558.8136615,0.304233,2.066003
8/14/2007,18.74176812,1.100878604,0,NA,NA,481.0968135,0.156672,2.060141
8/15/2007,17.92360688,1.122880687,0,NA,NA,549.9252532,0.195676,2.526078
8/16/2007,18.18825833,1.178787042,0,NA,NA,555.4713246,0.233423,2.133538
8/17/2007,18.52087479,1.2083885,0,NA,NA,614.8460879,0.256519,2.18775
8/18/2007,18.29302125,1.102534625,0,NA,NA,569.3812132,0.207846,2.181959
8/19/2007,19.04382604,1.234953708,0,NA,NA,621.190837,0.317776,2.396469
8/20/2007,19.71687208,1.420318229,0,NA,NA,695.7408535,0.444316,2.589343
8/21/2007,20.32165125,1.873031271,0,NA,NA,701.8112323,0.747157,3.244851
8/22/2007,19.58044667,1.637793042,0,NA,NA,674.9474271,0.494826,3.052754
8/23/2007,17.59179646,0.956495479,1.8,NA,NA,547.8054675,0.079019,2.25685
8/24/2007,17.24240646,1.018942667,5,NA,NA,682.3315462,0.042463,2.479842
8/25/2007,18.34189958,1.298729937,0,NA,NA,624.7607837,0.311305,2.643601
8/26/2007,15.43503979,0.576518354,2.1,NA,NA,314.5326739,0.139559,1.78382
8/27/2007,14.83597187,0.59823775,5.3,NA,NA,576.1594757,0.064768,1.894616
8/28/2007,15.73206188,0.791840437,0.3,NA,NA,701.9418107,0.04882,1.887963
8/29/2007,15.55046375,0.647660083,1.7,NA,NA,349.1275306,0.092406,1.514261
8/30/2007,14.19132938,0.334356958,0.5,NA,NA,469.9111178,0.057832,0.903996
8/31/2007,13.45802208,0.355037375,3.1,NA,NA,417.0376011,0.03965,1.204737
9/1/2007,12.82757604,0.257283563,6.1,NA,NA,403.6143186,0.033434,1.009555
9/2/2007,13.09852354,0.165114667,1.3,NA,NA,276.2489354,0.031667,0.639443
9/3/2007,14.21291188,0.607547625,0,NA,NA,514.6443933,0.055384,1.397801
9/4/2007,14.55426708,0.627368312,1.2,NA,NA,586.5892322,0.076642,1.609754
9/5/2007,14.51612104,0.465314292,14.8,NA,NA,465.0017125,0.07147,1.728715
9/6/2007,14.03716563,0.3780545,1.7,NA,NA,486.5718768,0.082828,1.229774
9/7/2007,15.00222042,0.845443021,0,NA,NA,577.5153393,0.074597,1.863929
9/8/2007,14.94793229,0.964091333,0,NA,NA,563.9866803,0.073543,2.213284
9/9/2007,14.04524062,0.451579167,0,NA,NA,360.1246665,0.223787,0.840722
9/10/2007,14.87013687,0.81810025,0,NA,NA,614.7996657,0.056366,2.083105
9/11/2007,10.92718958,0.255968938,12.5,NA,NA,477.962908,0.049158,1.244963
9/12/2007,13.43365771,0.800150125,0,NA,NA,599.8451064,0.069244,1.780248
9/13/2007,15.2623175,1.193867542,0,NA,NA,634.1302061,0.202373,2.297437
9/14/2007,16.38558146,1.218269979,0,NA,NA,568.4767708,0.314306,2.24116
9/15/2007,16.50655625,1.061642813,0,NA,NA,546.3845554,0.305277,1.994071
9/16/2007,16.60736833,1.113667021,0,NA,NA,542.1921562,0.243108,2.158887
9/17/2007,12.50512021,0.344027979,4.5,NA,NA,258.4830857,0.066274,1.093986
9/18/2007,10.5003625,0.620668167,0.8,NA,NA,616.5688865,0.055117,1.545398
9/19/2007,13.54568271,0.857164833,0,NA,NA,589.969862,0.15126,1.549594
9/20/2007,11.23378292,0.126460604,12.2,NA,NA,218.0592089,0.040277,0.518099
9/21/2007,12.18710833,0.566468479,0.3,NA,NA,573.4747114,0.02277,1.608199
9/22/2007,14.29559875,0.810301563,0,NA,NA,523.2775035,0.106578,1.68506
9/23/2007,10.48716875,0.231668792,16.7,NA,NA,255.6186603,0.02183,0.925398
9/24/2007,9.008468958,0.444266333,0,NA,NA,596.9978346,0.031044,1.042912
9/25/2007,8.63193375,0.634181458,0,NA,NA,590.9474796,0.196653,1.390803
9/26/2007,10.45316646,0.829734271,0,NA,NA,586.234996,0.180745,1.596781
9/27/2007,11.13612875,0.97669925,0,NA,NA,554.1428513,0.321417,1.783246
9/28/2007,12.23521354,0.373928083,10.4,NA,NA,181.3053991,0.029645,0.878429
9/29/2007,12.75707333,0.518150229,0.3,NA,NA,316.5320314,0.053868,1.048255
9/30/2007,9.832899167,0.824528083,0,NA,NA,570.0670619,0.225952,1.759582
10/1/2007,9.50568,0.485001188,7.366,NA,NA,305.9796358,0.029569,1.408686
10/2/2007,10.22010708,0.501835625,15.244,NA,NA,562.2269535,0.03372,1.134394
10/3/2007,10.55139771,0.658254375,0,NA,NA,553.2923163,0.107025,1.400876
10/4/2007,11.78640063,0.400007771,1.52,NA,NA,357.8427171,0.045532,1.3674
10/5/2007,12.60604958,0.546896667,0.25,NA,NA,387.626187,0.033187,1.120397
10/6/2007,10.94039313,0.676287417,0,NA,NA,516.1577448,0.296804,1.633772
10/7/2007,2.8079675,0.491060104,0,NA,NA,539.6307505,0.148683,0.864186
10/8/2007,7.317818333,0.787059,0,NA,NA,536.6210711,0.201382,1.502585
10/9/2007,9.5548425,0.685634312,0,NA,NA,494.0395917,0.193431,1.348291
10/10/2007,11.57762542,0.5067055,0.26,NA,NA,364.9309456,0.126309,1.156915
10/11/2007,11.97257583,0.879790708,0,NA,NA,524.1852671,0.055384,1.934486
10/12/2007,12.79643792,1.065033542,0,NA,NA,514.6601985,0.352261,1.749007
10/13/2007,9.317888333,0.825379833,0,NA,NA,393.4055781,0.398189,1.278513
10/14/2007,5.267787292,0.476657771,0,NA,NA,415.5301988,0.179886,0.928244
10/15/2007,4.911935625,0.453180146,0,NA,NA,495.3433174,0.051472,0.961492
10/16/2007,5.541679375,0.442151396,1.01,NA,NA,431.7816803,0.076144,1.045576
10/17/2007,3.854787292,0.364162562,0,NA,NA,300.2539798,0.062359,0.808982
10/18/2007,2.490156875,0.515295604,0,NA,NA,486.47345,0.263295,0.769799
10/19/2007,8.25810625,0.717569104,0,NA,NA,481.6048748,0.215924,1.316654
10/20/2007,11.31595771,1.017776292,0,NA,NA,446.1226081,0.25609,1.731966
10/21/2007,-0.239744375,0.312020729,0,NA,NA,285.2278299,0.041669,0.922292
10/22/2007,-1.101396458,0.366556875,0.51,NA,NA,470.1321768,0.038935,0.772157
10/23/2007,5.356123333,0.59098575,0,NA,NA,459.2897464,0.169555,1.290878
10/24/2007,7.655662083,0.636263938,0,NA,NA,447.9373553,0.167504,1.301649
10/25/2007,9.77348125,0.961705854,0,NA,NA,453.4481941,0.394991,1.88371
10/26/2007,10.13219583,0.991663063,0,NA,NA,451.2148102,0.360373,1.85392
10/27/2007,7.263274792,0.636793896,0,NA,NA,434.8301925,0.255534,1.363409
10/28/2007,8.021984167,0.705873458,0,NA,NA,436.7150682,0.2141,1.44747
10/29/2007,7.948632708,0.695509354,0,NA,NA,408.2862772,0.243738,1.353072
10/30/2007,7.243374792,0.709542521,0,NA,NA,432.7009687,0.256797,1.333455
10/31/2007,5.744005208,0.543699042,0,NA,NA,386.8592908,0.162212,1.05127
11/1/2007,3.35983375,0.424504604,0,NA,NA,419.5944352,0.072533,0.987806
11/2/2007,4.842225208,0.545372062,0,NA,NA,411.2281609,0.164455,1.074053
11/3/2007,4.606699167,0.579502854,0,NA,NA,412.5666905,0.144358,1.149492
11/4/2007,6.621142708,0.86519425,0,NA,NA,416.439897,0.369039,1.590033
11/5/2007,8.520010417,0.988954,0,NA,NA,380.8375081,0.401626,1.608364
11/6/2007,4.320589792,0.544797437,0,NA,NA,354.1140699,0.289325,0.966092
11/7/2007,8.025808542,0.787946979,0,NA,NA,379.7546033,0.283853,1.48989
11/8/2007,9.319191042,0.836590042,0,NA,NA,395.2195194,0.409083,1.484876
11/9/2007,8.143201875,0.746988438,0,NA,NA,374.3192638,0.285841,1.419246
11/10/2007,7.158201875,0.647515646,0,NA,NA,374.2535945,0.264445,1.217506
11/11/2007,6.569157083,0.588981146,0,NA,NA,352.7209184,0.227924,1.079409
11/12/2007,5.97972625,0.553831875,0,NA,NA,360.8155925,0.179106,1.143339
11/13/2007,6.732088958,0.563701625,0,NA,NA,380.8154746,0.119961,1.142151
11/14/2007,5.65341375,0.504054563,0,NA,NA,380.5422192,0.110799,1.033695
11/15/2007,0.811244792,0.336089833,0,NA,NA,376.487785,0.04561,0.857603
11/16/2007,6.608102917,0.524441083,0,NA,NA,336.4866459,0.150703,1.012939
11/17/2007,5.614107917,0.539025938,0,NA,NA,340.3025038,0.16761,1.154971
11/18/2007,8.181876458,0.827189417,0,NA,NA,357.369127,0.247459,1.553323
11/19/2007,8.439490833,0.878710625,0,NA,NA,365.1893319,0.434804,1.614469
11/20/2007,7.875702708,0.835912979,0,NA,NA,336.2556562,0.400204,1.246873
11/21/2007,0.084053333,0.462680875,0,NA,NA,359.0062857,0.275948,0.703885
11/22/2007,-4.481518125,0.23582725,0,NA,NA,344.3419585,0.015192,0.492272
11/23/2007,-6.099454167,0.038569896,0,NA,NA,45.49777984,0.007569,0.080765
11/24/2007,-7.587260625,0.094248875,4.32,NA,NA,218.2159133,0.027225,0.349974
11/25/2007,-3.839161458,0.219744042,3.81,NA,NA,341.4426675,0.025271,0.768217
